Transaction Hash,Status,Type,Method ,Block,Age,From,From_NameTag,To,To_NameTag,Amount,Value (USD),Asset,Txn Fee
0x7d83e29a003ae2bc1c876b01043e5ab5f1b186b486a9aab1dc34c4af3ee46f63,Success,ERC-20,Transfer,18954612,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"15,784.70",$807.31,Ultra Token(UOS),0.0010903
0x035f139cf2d7c176006ec8b150608f64a4947dac499a42265672866a4d9729a1,Success,ERC-20,Transfer,18954591,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xcFEbcdD137E0EB8E1c58EA16038ca36711E8f2B5, ,"8,402.91",$429.77,Ultra Token(UOS),0.00155085
0x29d92cbe99244ab0b9b13e4ed216327578568e7e6b491678293845cd86cbf345,Success,ERC-20,Transfer,18954591,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"15,734.80",$804.76,Ultra Token(UOS),0.0010579
0x7483ae3529bd9dd8d974c44edc5b4e5f36165409616e44d4f441ebc57d6dc027,Success,ERC-20,Transfer,18954582,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"15,635.90",$799.70,Ultra Token(UOS),0.00105579
0x51d01b3e1c96d16a7bd03acec8a29d1fe5b2aa003f17f74741d8374addcd3211,Success,ERC-20,Transfer,18954581,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc669c1A43062E411ef00F0f59Ad232014C547666, ,"23,461.81","$1,199.95",Ultra Token(UOS),0.00100688
0x10fc7d8f2f1a4c44b987d176c892c43e204e2bc0f38a56619bb13f59f233dae8,Success,ERC-20,Transfer,18954581,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"31,507.70","$1,611.46",Ultra Token(UOS),0.00100655
0x6a7430e4fd5337b650af9dd196e2559612ddf7a8400e49f723cf7c22c7480003,Success,ERC-20,Transfer,18954556,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"15,538.30",$794.71,Ultra Token(UOS),0.00108494
0x3e892c47e65b482100182e93bc67a26ffc78155edc423aba5a846fd2606dc4ca,Success,ERC-20,Transfer,18950816,515 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"56,168.94","$2,872.76",Ultra Token(UOS),0.00061318
0x154fc25961172badb2c57bd6fe51ec47a334f84259e2e730e85b47c595c77200,Success,ERC-20,Transfer,18946281,516 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"35,804.20","$1,831.21",Ultra Token(UOS),0.00045179
0x3d5ba6c7c9089d2c9e7cf76d9caf44197ad56659e38a5095691695663d2db61d,Success,ERC-20,Transfer,18946281,516 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"17,819.10",$911.36,Ultra Token(UOS),0.00045179
0x52f307f6d574ac7cd24a49449864757fb4a6a05cb8fb368d078789985d4fa233,Success,ERC-20,Transfer,18939402,517 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"20,460.81","$1,046.47",Ultra Token(UOS),0.00064711
0xbb0a0ffa5817ee6728326cf92e8782a0076c22e53223ed3f5bfef8c64ae70c3b,Success,ERC-20,Transfer,18938650,517 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"29,981","$1,533.38",Ultra Token(UOS),0.00060441
0x6f5e3e41e575ff12197404c02237d8d8dabeffff4a9554a5203af3340d8b00bc,Success,ERC-20,Transfer,18938650,517 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"18,549.30",$948.70,Ultra Token(UOS),0.00060402
0xd58fce0e825e84b49b5d9ae6dc871ace4632f6c429c109ebf083389a5177b03f,Success,ERC-20,Transfer,18938619,517 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"18,480.50",$945.19,Ultra Token(UOS),0.00049063
0x3a23cf6d71ef0ee29ee53e9d331b5f08c42ee76076451b0ba4ebf8fafd5ee293,Success,ERC-20,Transfer,18938595,517 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"18,480.50",$945.19,Ultra Token(UOS),0.00052701
0x002f4ff3823b5a402612c45a2f82985f0f6680ff1c34ac7cffdcd4921d462a2b,Success,ERC-20,Transfer,18937189,517 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"30,000","$1,534.35",Ultra Token(UOS),0.00096151
0x0aa95c7c22788ea548aedf3939380a47119a867f7d3a91f89d4ccf4a09bb3158,Success,ERC-20,Transfer,18929430,518 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"43,788.18","$2,239.55",Ultra Token(UOS),0.00121913
0xfbe3a730b2a9d58aa49ce3edc33cd2958668a08f445f14151c5b000db3e0612f,Success,ERC-20,Transfer,18929350,518 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"35,645.30","$1,823.08",Ultra Token(UOS),0.00131189
0x38243d8d6460779b6658a56f547e88717b317bc88c18abf72de81355663a973e,Success,ERC-20,Transfer,18929206,518 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"56,267.06","$2,877.78",Ultra Token(UOS),0.00102908
0xc5aeff51977ba9409d5b86fed895a76013f3a810d96d9f088196e64a0d8bd1eb,Success,ERC-20,Transfer,18927551,518 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"17,357.46",$887.75,Ultra Token(UOS),0.0024892
0xcb6141bdecc0f3081dce9d33019b981e884fb212e71ff2ff124fee7f9c644e00,Success,ERC-20,Transfer,18926964,518 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"28,931.28","$1,479.69",Ultra Token(UOS),0.00667434
0x9c936d8066af1451518337145e1cd8a740e7b035aee5f3f077e5409ff84e25c5,Success,ERC-20,Transfer,18919199,520 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"27,627.13","$1,412.99",Ultra Token(UOS),0.00076501
0xbb133d7c9033a8a85efe722a3528254a9996e2e3f18a92ddec4685730e5334ee,Success,ERC-20,Transfer,18918492,520 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"16,911.10",$864.92,Ultra Token(UOS),0.00076379
0x6980cf3f19fe1755276217f5bf777cf4ade497ca7104d955d34f17bd46012a13,Success,ERC-20,Transfer,18915888,520 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"31,000","$1,585.50",Ultra Token(UOS),0.00064035
0x62360542498386663904c6a9dc6f6608f1178f1d5220b3d781c5a0157e018408,Success,ERC-20,Transfer,18908997,521 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"36,000","$1,841.22",Ultra Token(UOS),0.00066235
0xbb1cd810b2cb162b226359988fcdf918327cba5c498357efc8cd065d447f6be3,Success,ERC-20,Transfer,18908983,521 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"17,629.80",$901.68,Ultra Token(UOS),0.00046373
0x98a0ed38fb0bfdf9a6598ef7d37d62c624fdfebe8f8f60a943132fa5b862e8dd,Success,ERC-20,Transfer,18908983,521 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"35,297.60","$1,805.30",Ultra Token(UOS),0.00046373
0xf5ec7ed06d45aab799575f34fb3c39e195619a12a64a77b004aba7856c4b6acb,Success,ERC-20,Transfer,18908983,521 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x38237dc6518f5f67AE4757A7Eb489Fa37c8dCB1b, ,"7,012.98",$358.68,Ultra Token(UOS),0.00067982
0xabdd787182ccb1f91ddd2c128c3b743cfda3b189382ebfdcb66798fc9e122045,Success,ERC-20,Transfer,18907510,521 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"30,000","$1,534.35",Ultra Token(UOS),0.00082656
0xdeb58a649fa983a5fd2ee0e2f46594b3d7d12021c04c44dbf117c65fdab9605f,Success,ERC-20,Transfer,18907224,521 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"29,155.96","$1,491.18",Ultra Token(UOS),0.00086308
0xb58eb930277e4b8e8a75aecab7d6c58e2e99ac708e298d8b6eece54d0f41ffee,Success,ERC-20,Transfer,18897166,523 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xde77c77b543145f4f03e4b288e6ecd788e26c91a, Gate.io Dep: 0xDE77C7...26C91A,"3,424",$175.12,Ultra Token(UOS),0.00047184
0x32e3f5f7419c7264299f45ca7672d17081b9561c5874f96fa4fafff46c42d403,Success,ERC-20,Transfer,18896628,523 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"25,000","$1,278.63",Ultra Token(UOS),0.00072872
0x104c1d6aaba4343c77b96b08522808057b3907da02bb823899f677538ccc501c,Success,ERC-20,Transfer,18894153,523 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xde77c77b543145f4f03e4b288e6ecd788e26c91a, Gate.io Dep: 0xDE77C7...26C91A,"3,417.43",$174.78,Ultra Token(UOS),0.00118018
0x3727132cc05f5e4eaf440ab7e20877325ab64caef2acc16cc5eceac5ff003ef0,Success,ERC-20,Transfer,18891161,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"56,228.45","$2,875.80",Ultra Token(UOS),0.00064505
0x4cf9556db0a6c68470dbcb738fdf34aeb037ede34867d8a14bbdc348d92ad297,Success,ERC-20,Transfer,18891023,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x38237dc6518f5f67AE4757A7Eb489Fa37c8dCB1b, ,"6,963.63",$356.15,Ultra Token(UOS),0.0010231
0x0947f68613054cb6ebffe3059cbe41885ad226bd2dd9364cf211e80d4df05d12,Success,ERC-20,Transfer,18890765,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"33,000","$1,687.79",Ultra Token(UOS),0.00104366
0x89c5771668b7716bf40077c7c75cddc93f4d9bbc5eaef54c0ad0cb103d33b181,Success,ERC-20,Transfer,18890735,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"35,422.90","$1,811.70",Ultra Token(UOS),0.00069435
0x2f0ba7234fef93ea9211e3a8f97ac9f3b50e26b97a0cea6674ece68914f1e4e9,Success,ERC-20,Transfer,18890715,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"35,422.90","$1,811.70",Ultra Token(UOS),0.00070402
0x7ef901a2b80f20bf899e097f7a90555ce70365a1b3a0911dd4568ef3c9662215,Success,ERC-20,Transfer,18890715,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"17,692.40",$904.88,Ultra Token(UOS),0.00070402
0x8ea0781f674bd6b4efb31c8bc7764e6bbfac67300d9079e151f1cb319ab236e8,Success,ERC-20,Transfer,18887629,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x38237dc6518f5f67AE4757A7Eb489Fa37c8dCB1b, ,"7,088.32",$362.53,Ultra Token(UOS),0.00176275
0x02a2e460e1cd6d3d317ea0181bf5bd9d32498ebc41c62f32047a59e3814e75ae,Success,ERC-20,Transfer,18885046,524 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"39,962","$2,043.86",Ultra Token(UOS),0.00222846
0x1899735b56121caccb84fda6be1fa38eed57a3b7d0a0648a7f853fb461954749,Success,ERC-20,Transfer,18882156,525 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x77af60cceced0264d7aa24dfaa9b531ebc0ba0f8, Coinone Dep: 0x77AF60...0ba0F8,903.6899,$46.22,Ultra Token(UOS),0.00134292
0xffec5cbcce97551f5702feb8075648007bbd9b046e803e8e5dc403ebf62a8ca9,Success,ERC-20,Transfer,18879739,525 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"32,000","$1,636.64",Ultra Token(UOS),0.00165813
0x07b840cfcb3ac2d859358607d10c4f5c284a930094c24162549ed07c53d289db,Success,ERC-20,Transfer,18879096,525 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"33,632","$1,720.11",Ultra Token(UOS),0.00114421
0x8fc50313740e5dc32bd7f376cf6e40a1b5bc946b8c6c03bd3436cee94f5ce054,Success,ERC-20,Transfer,18879095,525 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"16,797",$859.08,Ultra Token(UOS),0.00108458
0xfeabb38d46807e83d2ed5b6db7cc6e4cab1f61d936b05608afc3d2eaebedd361,Success,ERC-20,Transfer,18874849,526 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"36,094.72","$1,846.06",Ultra Token(UOS),0.00091281
0xf6a4da98c9c10f57eb2e440253e15b0e3a864ebf386b48df51b75f93804f90d1,Success,ERC-20,Transfer,18869041,527 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"48,193.50","$2,464.86",Ultra Token(UOS),0.0005618
0x38c0ec78709fbb3149ea4bd92799b81276360ab5478271b776a0a6db1aa998f9,Success,ERC-20,Transfer,18869041,527 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"32,116.30","$1,642.59",Ultra Token(UOS),0.0005618
0x613575081fee6435997d5d6a580e4beb514382f401b542e99d0ec0de8f15e0b5,Success,ERC-20,Transfer,18869040,527 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"16,039.10",$820.32,Ultra Token(UOS),0.00054016
0x2711d2657958263d49a81d055aeefa36794c65253b0d488c27829abe96180342,Success,ERC-20,Transfer,18867934,527 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"16,294.56",$833.39,Ultra Token(UOS),0.00055035
0x5681ee474934762f8e92901a231196ef313b1428f906ba5d353c33fc3a1890a2,Success,ERC-20,Transfer,18867930,527 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"30,000","$1,534.35",Ultra Token(UOS),0.000874
0x6fa36f03843d951bdace81930be499fa129b7634c969abee95e2fa5aa6f95603,Success,ERC-20,Transfer,18866455,527 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"29,981","$1,533.38",Ultra Token(UOS),0.00068672
0x472d215ff3a50b04ea346afb3ec2aef481320b0fd5975ed5f835629f65eb7f11,Success,ERC-20,Transfer,18857879,528 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"32,000","$1,636.64",Ultra Token(UOS),0.00105137
0xddf9b8c976b279acaf15e2c84133cf77a80af25667c1ab3ce2c56ace2360358b,Success,ERC-20,Transfer,18855080,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc9fca07855c9ce97fd51c729cf56139f45835a69,UOS Liquidation Wallet #10,"32,000","$1,636.64",Ultra Token(UOS),0.00106814
0x2da63b5918f80729515bab2ec0fa51f6f56f7a8996554f873750a9f5e26d7dbe,Success,ERC-20,Transfer,18854069,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xE3535245537C9514f8D850d40673E4caf5A5b0FF, ,"8,999.13",$460.26,Ultra Token(UOS),0.00074667
0x23f7285f03b4cf6cb535fff99d1aaffb4087c69900bbfcc0fe31102eef5bc883,Success,ERC-20,Transfer,18854059,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xc669c1A43062E411ef00F0f59Ad232014C547666, ,"14,996.02",$766.97,Ultra Token(UOS),0.00119264
0xb163cf6b9ef56928e4080fbb3731e4f1b8f974c15f67166a1f5cb914dc259739,Success,ERC-20,Transfer,18853877,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x68deD77cb11d5d6F999EEaEC90b72ee2387c9EDC, ,"56,168.94","$2,872.76",Ultra Token(UOS),0.00079829
0xd0ccd009f071a71a7732032108976a6cbb8ba1812a43301f7ed537d95bfc9743,Success,ERC-20,Transfer,18850951,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf21af870a20256def1dbc8c3982b6844d08e58a7,Liquidation Wallet,"33,000","$1,687.79",Ultra Token(UOS),0.00128984
0x53b9ae30b8ce300a07cb03056082c9307537d8b612516295049ffaa1201b53af,Success,ERC-20,Transfer,18850818,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"15,205.90",$777.71,Ultra Token(UOS),0.0007768
0x9a85153f05af362408dd77712588ac389bdd643bafb7988cc50541519e430808,Success,ERC-20,Transfer,18850793,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"15,159.50",$775.33,Ultra Token(UOS),0.00070996
0x5b3eaa0d6692d9e58ed517173436b3617bb6d9d21aee70386eafdd74319e5e33,Success,ERC-20,Transfer,18850793,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"15,205.90",$777.71,Ultra Token(UOS),0.00070996
0x74d9981ce3e46db9648116ec3a6733f414b82110d488c9bbeb6f7eb1e4490b25,Success,ERC-20,Transfer,18850793,529 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"30,449.80","$1,557.36",Ultra Token(UOS),0.00070996
0xa2c5a2f4dca8f7dd6d2007b5af746f146af619a436ee10c9973b7d31abef6664,Success,ERC-20,Transfer,18840032,531 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"15,094.36",$772.00,Ultra Token(UOS),0.00116696
0xfd73b5feffa48aee5db04a2e396c8e223273ef0d0cae10a5e4e7dd77e31d737c,Success,ERC-20,Transfer,18838427,531 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"11,193.07",$572.47,Ultra Token(UOS),0.00103801
0xcecf7dc72aa8a34cef6f1f91ff3fa807db54321c895a6afc0e7027dc16ed4984,Success,ERC-20,Transfer,18831242,532 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"21,248.06","$1,086.73",Ultra Token(UOS),0.00141225
0x8905dda3ae126be16c34b897971a6722119fd419edb1cb3e5c34437e0aba0e1d,Success,ERC-20,Transfer,18830842,532 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"30,705.56","$1,570.44",Ultra Token(UOS),0.00144618
0x7e8de5c8215c7e33569282a4fed7023b3f9d82ea9a1c654e12d1c5e06ee60785,Success,ERC-20,Transfer,18827975,532 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"16,247.65",$830.99,Ultra Token(UOS),0.00385542
0x10fbb16c6a2abe8d6441d5c210593c1785a2a45c369c19ea0704c0aa209ff8c8,Success,ERC-20,Transfer,18827974,532 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"7,588.98",$388.14,Ultra Token(UOS),0.00374072
0xdccf0c9a2999c304ee85ea7ac9ce09389540a4ae801ce089246ad466877e8e31,Success,ERC-20,Transfer,18827974,532 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"29,652.02","$1,516.55",Ultra Token(UOS),0.00255336
0xc824b8f9e7a0a17e674b7c45443fbf49773c174938c93085dca01691d62db649,Success,ERC-20,Transfer,18818000,534 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1274385E6754003CBa9BFeB15c94ee1E80d500Ec, ,"24,498.20","$1,252.96",Ultra Token(UOS),0.00175238
0xff958ef187c0ab25347551c88372ce04574439fd276e6a4ff6e27267cde35c86,Success,ERC-20,Transfer,18813811,534 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xd556d690b9ff8dae0b7c13a5bcbd9f3324ef56c7,UOS Liquidation Wallet #7,"6,002.22",$306.98,Ultra Token(UOS),0.0050545
0x117a197ca11efd33834146633df59d4ab2b055befb0d2689b1ceb0372faab693,Success,ERC-20,Transfer,18809997,535 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xe2e54270813c5C44A6f97d123120952a12B00000, ,"49,962","$2,555.31",Ultra Token(UOS),0.00177571
0x5f45c88e90e7c94e35cf2128610ec2ae6a269ef0d343ea955c5791113e5130d0,Success,ERC-20,Transfer,18806990,535 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"17,152",$877.24,Ultra Token(UOS),0.00236336
0xa13e74b04a26b0741996b92aed6c32db06f505b2f9a576a42c13ef0c0fa28a30,Success,ERC-20,Transfer,18806910,535 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"19,056.10",$974.62,Ultra Token(UOS),0.00149399
0xadf3f014e3e63cc5c95ad3f451eb4815b926e45291eb0262f351bf8673aab124,Success,ERC-20,Transfer,18806858,535 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0xf29f568f971c043df7079a3121e9de616b8998a3,UOS Liquidation Wallet #5,"8,278.21",$423.39,Ultra Token(UOS),0.00191088
0xf0a8cf8981d66c7ccefc642d2cf35d30e08b2f6c1d00dbc9fe672a4769c52cc5,Success,ERC-20,Transfer,18806386,535 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"18,926.87",$968.01,Ultra Token(UOS),0.00243768
0xd442a1b72cabeaf69b87f7f5dab4eeab8811415433cfc09a0a576f9a26064a95,Success,ERC-20,Transfer,18803806,536 days ago,0xbf801f7e8626564ec6dd0e5da4fbda58bc332e9c,Team Controlled Distribution Wallet,0x1b02039f86323a42d68fe7c00919dd1666481612,UOS Liquidation Wallet #2,"13,528.39",$691.91,Ultra Token(UOS),0.00154523
